4,3,4,3,19,3,4,3,4,3,4,3,4,3,0,4,3,19,20,19,20,19,20,19,20,19,20,19,2,7,37,7,1,20,19,20,19,20,19,20,19,20,19,20,19,20,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,19,20,4,3,19,20,19,20,19,20,19,20,19,20,19,20,19,2,21,1,59,60,61,62,2,10,10,1,3,4,20,4,20,4,20,4,20,4
17,18,17,18,17,19,20,19,20,19,20,19,20,19,20,17,18,17,4,3,4,3,4,3,4,3,4,3,4,2,7,1,3,4,3,4,3,4,3,4,3,4,3,4,3,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,19,20,4,3,17,18,17,18,17,18,17,18,17,18,17,18,17,18,10,17,27,28,29,30,18,21,10,17,19,20,19,20,19,20,19,20,19,20
10,10,10,10,10,17,18,17,18,17,18,17,18,17,18,10,10,10,17,18,17,18,17,18,17,18,17,18,17,18,10,17,18,17,18,17,18,17,18,17,18,17,18,17,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,20,4,3,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,43,44,45,46,37,10,21,1,20,19,20,19,20,19,20,19,20,19
11,12,13,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,36,10,10,37,10,10,36,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,20,4,3,7,10,10,10,10,10,10,10,10,52,10,10,10,37,10,10,25,53,24,56,10,10,37,17,18,17,19,20,19,20,19,20,19,20
27,28,29,30,10,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52,10,10,10,10,10,10,10,10,10,10,10,10,10,36,10,10,10,19,20,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,39,53,26,10,10,10,10,10,10,10,17,19,20,19,20,19,20,19
43,44,45,46,52,8,8,8,9,7,7,7,10,8,9,8,9,8,9,8,9,8,9,10,10,10,10,10,36,7,7,10,36,10,10,10,10,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,19,20,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,53,26,0,10,52,10,10,10,10,10,17,19,20,19,20,19,20
37,53,53,53,53,53,53,53,53,40,10,10,41,53,53,53,53,53,53,53,53,53,53,40,10,10,10,10,10,10,7,10,7,10,10,10,10,17,18,10,10,10,10,10,10,10,7,10,0,10,10,10,10,10,10,16,10,10,10,10,10,10,19,20,4,3,10,10,52,10,10,10,10,10,10,10,10,10,52,10,10,10,39,53,42,16,10,10,10,10,10,10,10,10,17,19,20,19,20,19
10,56,25,53,24,57,56,56,57,10,10,10,25,53,53,53,53,53,53,53,53,53,53,24,10,10,10,10,10,10,52,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,16,10,10,10,10,10,7,7,10,10,10,10,10,10,17,19,20,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,53,42,10,10,10,10,10,10,10,10,10,10,17,19,20,19,20
10,10,23,53,26,10,10,10,10,10,10,10,10,56,56,56,56,56,56,56,56,56,57,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,7,10,10,10,10,10,7,10,7,10,10,10,10,10,10,17,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,39,53,26,10,10,10,10,10,10,10,10,10,10,10,17,18,17,18
10,10,39,53,42,10,10,10,10,10,10,52,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,7,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,53,42,10,10,5,6,10,10,10,10,10,10,10,32,33,1,2
10,10,41,53,42,10,10,10,10,10,10,10,52,52,10,10,10,10,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,7,0,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,39,53,26,10,10,10,10,10,10,10,10,10,10,10,48,49,17,18
10,10,10,7,10,10,7,10,10,10,10,10,10,52,52,10,10,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,0,10,10,10,10,10,7,16,7,10,10,10,10,10,10,8,9,8,9,8,8,9,8,9,8,8,9,8,9,10,9,8,8,9,41,53,42,10,10,10,10,10,10,10,10,10,1,2,1,2,1,2
1,2,7,7,7,7,1,2,1,2,10,10,10,10,52,52,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,10,7,10,16,10,10,10,10,7,7,10,7,10,10,10,10,55,38,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,26,10,10,10,10,10,10,10,10,10,17,4,20,4,3,4
20,19,2,7,7,7,17,19,20,19,2,10,10,10,10,52,52,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,10,41,53,53,53,40,7,10,10,10,10,10,10,7,7,10,7,10,10,10,10,10,10,56,56,56,56,57,57,56,56,56,56,56,56,57,56,56,57,56,57,57,56,24,10,10,10,10,10,10,10,10,10,10,10,17,4,20,19,3
4,3,18,7,7,7,1,20,4,3,4,2,10,10,7,7,52,52,52,10,10,10,10,10,10,1,2,10,7,7,7,7,7,7,7,10,7,7,7,7,41,53,53,53,53,24,7,10,10,10,10,10,10,10,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,20,4,3,4
17,18,7,7,7,7,17,18,17,18,17,18,10,10,7,7,10,10,52,52,52,10,7,7,1,3,4,2,7,10,10,10,10,10,10,7,7,10,10,41,53,53,53,40,57,10,7,10,7,10,10,10,10,10,7,0,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,4,20,19,3
10,10,10,7,10,10,10,10,10,10,10,10,7,7,7,7,10,10,10,41,40,52,52,10,17,19,20,18,10,10,7,7,7,7,7,7,10,10,41,53,38,53,24,7,10,10,10,10,0,10,10,10,10,10,7,16,7,10,10,10,10,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4
10,10,10,7,7,10,10,10,10,10,10,10,7,7,10,10,10,10,23,53,24,7,52,10,1,3,4,2,10,7,7,8,8,8,8,8,8,41,53,53,53,40,10,7,10,10,10,10,16,10,10,10,10,10,10,10,7,10,10,10,10,17,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20
10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,41,53,40,7,10,52,17,19,20,18,7,7,23,53,53,53,53,53,53,53,53,53,24,7,7,7,7,7,10,10,10,10,10,7,7,7,10,10,10,10,1,2,10,10,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,19,20,19,3,4,20,18,17,18,17,18
10,10,10,7,10,10,10,10,0,10,10,10,10,10,10,10,10,41,53,53,26,10,10,10,1,3,4,2,7,7,39,53,53,53,53,53,53,53,53,24,7,7,7,7,7,7,10,10,10,7,10,10,10,7,7,10,10,10,17,19,2,1,2,1,2,1,2,1,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,1,3,4,3,19,20,18,10,10,10,10,10
10,10,0,7,10,10,10,10,16,10,10,10,10,8,8,9,41,53,53,53,42,10,10,10,17,19,20,18,10,10,10,56,56,56,56,56,57,56,57,7,7,0,7,7,7,10,10,10,7,7,10,10,10,10,7,7,10,10,7,17,19,20,19,20,19,20,19,20,19,20,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,1,3,19,20,4,20,18,10,10,10,10,36,10
0,10,16,7,10,10,10,10,10,10,8,40,41,53,53,53,53,53,53,56,10,10,10,7,1,3,4,2,10,10,10,10,10,10,10,10,10,10,7,7,7,16,7,7,10,10,10,7,7,10,7,7,7,7,10,7,7,10,10,10,17,18,17,18,17,18,17,18,17,18,52,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,1,20,19,20,19,20,18,10,10,10,10,10,10,10
16,10,10,7,10,10,9,9,8,9,53,53,53,53,24,57,57,56,56,10,10,7,7,7,17,18,17,18,10,10,0,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,7,7,7,0,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,7,7,1,20,19,20,19,20,18,10,10,10,10,36,10,10,10
8,9,9,7,9,9,53,53,53,53,53,24,53,53,26,10,10,10,10,10,10,7,7,10,10,32,33,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,16,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,8,9,8,9,8,8,9,10,10,10,10,10,10,10,10,10,7,7,7,1,3,4,3,4,20,18,10,10,10,10,37,10,10,10,11
53,53,53,53,53,53,53,57,57,57,10,23,53,53,26,10,10,10,10,10,10,10,10,10,10,48,49,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,10,7,10,10,10,10,7,23,53,53,53,53,53,53,53,42,10,10,10,10,10,10,10,10,7,7,1,20,19,20,19,20,18,10,10,10,10,10,10,10,10,10,27
56,56,56,56,56,56,57,7,10,10,10,39,53,53,40,9,10,10,10,10,10,10,10,10,10,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,7,7,7,7,10,7,7,7,37,7,7,7,7,7,7,10,10,10,7,10,56,57,56,57,56,57,57,10,10,10,10,10,10,10,10,10,7,1,20,19,20,19,20,18,10,10,10,10,10,52,7,7,10,10,43
1,2,10,10,10,10,10,10,10,10,10,23,53,53,53,53,26,10,10,10,10,10,10,10,1,3,4,2,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,41,40,10,7,7,10,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,20,19,20,19,20,18,10,10,10,10,10,10,10,10,10,10,10,10
3,4,2,10,10,10,10,10,10,10,10,39,53,53,53,53,42,10,10,10,10,10,10,10,17,19,20,18,10,10,10,10,1,3,4,3,4,3,4,2,7,10,7,23,53,53,26,7,10,0,7,7,7,7,7,7,7,7,10,10,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,7,7,1,3,4,3,19,20,18,10,10,10,10,10,10,10,10,37,10,10,10,10
19,20,18,10,10,10,10,10,10,10,10,0,56,25,53,53,26,10,10,10,10,10,10,10,1,3,4,2,10,10,10,1,20,19,20,19,20,19,20,19,2,10,7,23,53,53,26,7,7,16,7,7,7,7,7,7,7,7,10,1,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,2,1,20,19,3,4,20,18,10,10,8,9,10,10,10,10,10,10,36,10,10,10
3,4,2,10,10,10,10,10,10,10,10,16,10,39,53,53,42,10,10,10,10,10,10,10,17,19,20,18,10,10,10,17,4,3,4,3,4,3,4,3,18,7,7,23,53,53,26,7,7,10,10,7,7,10,10,7,7,10,1,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,3,4,3,19,20,18,10,10,41,53,53,26,10,10,10,10,10,10,10,10,10
19,20,18,10,10,10,10,10,10,10,10,10,10,23,53,53,26,10,10,10,10,10,10,0,1,3,4,2,10,10,10,1,20,19,20,19,3,4,3,19,2,0,7,39,53,53,42,7,7,10,7,7,7,7,7,7,10,10,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,19,20,19,20,19,20,18,10,10,41,53,53,53,42,10,10,10,10,10,10,10,36,10
3,4,2,10,10,10,10,10,10,10,10,10,10,23,53,53,26,36,10,10,10,10,10,16,17,19,20,18,10,10,10,17,19,20,19,20,4,3,19,20,18,16,10,10,25,24,10,10,10,7,10,7,7,10,10,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,20,4,3,19,20,18,10,10,41,53,53,53,24,10,10,10,10,10,10,10,10,10,21
19,20,18,10,10,10,10,10,10,10,10,10,8,41,53,53,42,10,10,10,10,10,10,10,1,3,4,2,10,10,10,19,20,19,20,19,20,19,20,18,10,7,10,10,10,10,10,10,10,0,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,20,4,3,19,20,18,10,10,41,53,53,53,24,10,10,10,10,10,10,10,10,10,10,7
3,4,2,58,58,58,58,58,58,58,58,23,53,53,53,53,26,58,58,58,58,58,58,58,17,18,17,18,10,10,10,17,4,20,19,20,19,20,18,10,10,10,10,10,36,36,10,10,10,16,10,1,2,10,10,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,1,20,19,3,19,3,18,10,10,41,53,53,53,24,10,10,10,10,10,10,10,10,10,10,10,32
18,17,18,10,10,10,10,10,10,10,10,39,53,53,53,53,42,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,19,20,19,20,18,7,10,10,10,36,10,10,10,10,36,10,10,10,17,19,2,1,2,1,2,1,2,1,2,1,2,10,10,10,10,10,10,10,10,10,1,20,19,3,19,3,18,10,10,39,53,53,53,24,10,10,10,10,10,10,10,10,10,10,10,10,48
10,10,10,10,10,10,10,10,10,10,10,23,53,53,53,53,26,10,5,6,10,10,10,10,0,10,10,10,10,10,10,10,10,17,18,17,18,7,10,10,10,36,10,10,10,10,10,10,36,10,10,7,17,19,20,19,20,19,20,19,20,19,20,18,10,10,10,10,10,10,10,10,1,20,19,3,19,3,18,10,10,10,39,53,53,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,0,10,10,10,10,36,10,10,39,53,53,53,53,42,10,10,10,10,10,10,10,16,10,10,10,10,10,10,7,7,7,7,7,7,10,10,10,36,10,10,7,7,7,7,10,10,36,10,10,10,17,18,17,18,17,18,17,18,17,18,52,10,10,10,10,10,10,10,1,20,19,3,19,3,18,10,10,10,10,10,56,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21
10,10,10,16,10,10,10,10,10,10,10,10,25,53,53,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,10,10,36,7,7,10,7,7,7,7,7,7,7,36,10,10,10,7,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,19,3,4,20,18,10,10,7,10,10,10,10,10,10,10,1,2,1,2,1,2,1,2,1,2,1,2,1
10,10,10,10,10,10,10,10,10,10,10,10,10,25,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,8,8,8,9,10,10,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,7,8,8,8,9,10,7,7,10,7,10,10,10,10,10,10,10,10,10,17,18,17,18,10,10,7,7,10,10,10,10,10,10,1,20,4,3,19,3,4,3,4,3,4,3,4,3
10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,53,53,53,53,40,10,36,7,7,7,7,7,34,35,7,7,7,7,10,36,10,41,53,53,53,53,40,7,7,10,7,10,10,10,10,10,10,10,10,10,10,1,2,10,10,10,10,10,10,10,10,10,10,1,20,4,3,19,3,19,20,19,20,19,20,19,20,19
10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25,53,53,53,53,24,10,36,7,7,7,7,7,50,51,7,7,7,7,7,36,7,25,53,53,53,53,24,7,7,10,7,10,10,10,10,10,10,10,10,10,10,17,18,10,10,10,10,10,10,10,10,10,1,20,19,3,19,3,18,17,18,17,18,17,18,17,18,17
10,11,12,13,14,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,13,14,10,10,10,10,10,10,10,10,10,10,56,57,56,57,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,56,57,56,57,10,10,10,10,7,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,20,19,3,19,3,18,10,10,41,40,9,8,9,40,9,41
21,27,28,29,30,10,10,10,10,10,10,10,10,10,10,10,10,10,27,28,29,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,36,10,10,1,2,1,2,1,2,1,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,20,19,3,19,3,18,10,10,41,53,53,53,53,53,53,53,53
10,43,44,45,46,10,10,10,10,10,10,10,10,10,10,10,10,10,43,44,45,46,10,10,10,10,10,10,10,10,1,3,4,3,4,3,4,2,10,10,36,10,10,7,7,7,7,7,7,36,10,10,1,20,19,20,19,20,19,20,19,20,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,20,19,3,19,3,18,10,10,41,53,53,53,53,53,53,53,53,53
10,23,53,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,53,53,26,10,10,10,10,10,10,10,1,20,19,20,19,20,19,20,19,2,10,10,36,10,10,7,7,10,10,36,10,10,1,20,19,20,19,20,19,20,19,20,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,19,3,4,20,18,10,10,41,53,53,53,53,53,53,53,53,53,53
10,23,53,42,10,52,10,10,10,10,10,10,10,10,10,10,10,10,39,53,53,26,10,10,10,10,10,10,10,17,19,20,19,20,19,20,19,20,19,2,10,10,36,10,10,10,10,36,10,10,10,17,18,17,18,17,18,17,18,17,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,18,17,18,10,10,41,53,53,53,54,53,53,53,53,53,53,53
